"block"	"treatment"	"datapoint"	"Cb"	"Cd"	"Ci"	"Ee"	"Pg"	"Pp"	"ACHMIL"	"AGREUP"	"ARRELA"	"BROERE"	"BROMOL"	"CENJAC"	"CONARV"	"CREPIS"	"DACGLO"	"DAUCAR"	"ELYREP"	"ERYNGE"	"FESARU"	"FESRUB"	"GALMOL"	"GALVER"	"GERDIS"	"LEUVUL"	"LOLPER"	"LOTCOR"	"MALSYL"	"MEDARA"	"ONOREP"	"PICECH"	"PLALAN"	"PLAMAJ"	"POAANG"	"POAPOI"	"POAPRA"	"POTREP"	"RANACR"	"RUBFRU"	"RUMACE"	"SALPRA"	"SENJAC"	"SONCHU"	"TAROFF"	"TRIPRA"	"TRIREP"	"VERBOF"	"Total"
4	"Ci.Pp.Ee"	6	0	0	8	8	0	8	NA	NA	2	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	1	NA	NA	8	NA	NA	NA	1	NA	NA	20
4	"Ci.Pp.Ee"	7	0	0	8	8	0	8	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	5
4	"Ci.Pp.Ee"	8	0	0	8	8	0	8	NA	NA	4	2	NA	NA	NA	2	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	12
4	"Ci.Pp.Ee"	9	0	0	8	8	0	8	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	2
4	"Ci.Pp.Pg"	1	0	0	8	0	8	8	NA	NA	3	2	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12
4	"Ci.Pp.Pg"	2	0	0	8	0	8	8	NA	NA	5	1	NA	NA	NA	NA	0	5	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	18
4	"Ci.Pp.Pg"	3	0	0	8	0	8	8	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
4	"Ci.Pp.Pg"	4	0	0	8	0	8	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	NA	10
4	"Ci.Pp.Pg"	5	0	0	8	0	8	8	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	1	NA	NA	17
4	"Ci.Pp.Pg"	6	0	0	8	0	8	8	NA	NA	5	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	0	NA	NA	13
4	"Ci.Pp.Pg"	7	0	0	8	0	8	8	NA	NA	NA	3	NA	NA	NA	NA	2	5	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	12
4	"Ci.Pp.Pg"	8	0	0	8	0	8	8	NA	NA	NA	1	NA	NA	NA	NA	1	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	NA	10
4	"Ci.Pp.Pg"	9	0	0	8	0	8	8	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5
4	"control"	1	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"control"	2	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0
4	"control"	3	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0
4	"control"	4	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	NA	0	0	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"control"	5	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"control"	6	0	0	0	0	0	0	NA	NA	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0
4	"control"	7	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"control"	8	0	0	0	0	0	0	NA	0	0	NA	NA	NA	NA	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"control"	9	0	0	0	0	0	0	NA	0	0	NA	NA	NA	0	0	0	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
4	"Ee"	1	0	0	0	24	0	0	NA	NA	0.5	2	NA	NA	NA	NA	1	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	4.5
4	"Ee"	2	0	0	0	24	0	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
4	"Ee"	3	0	0	0	24	0	0	NA	NA	1	3	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
4	"Ee"	4	0	0	0	24	0	0	NA	NA	NA	2	NA	NA	NA	0	3	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	2	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	7
4	"Ee"	5	0	0	0	24	0	0	NA	NA	NA	2	NA	NA	NA	NA	2	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	4
4	"Ee"	6	0	0	0	24	0	0	NA	NA	0	3	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	3
4	"Ee"	7	0	0	0	24	0	0	NA	NA	1	1	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
4	"Ee"	8	0	0	0	24	0	0	NA	NA	0	2	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
4	"Ee"	9	0	0	0	24	0	0	NA	NA	0.5	2	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.5
4	"Pg"	1	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	0	0	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	2	1	3	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	8
4	"Pg"	2	0	0	0	0	24	0	NA	NA	0	NA	NA	NA	3	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6
4	"Pg"	3	0	0	0	0	24	0	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	4
4	"Pg"	4	0	0	0	0	24	0	NA	NA	0.5	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5
4	"Pg"	5	0	0	0	0	24	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
4	"Pg"	6	0	0	0	0	24	0	NA	NA	0	0.5	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5.5
4	"Pg"	7	0	0	0	0	24	0	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	7	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10
4	"Pg"	8	0	0	0	0	24	0	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	NA	0	NA	NA	5	NA	NA	NA	NA	NA	NA	10
4	"Pg"	9	0	0	0	0	24	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	11
4	"Pp"	1	0	0	0	0	0	24	NA	NA	NA	1	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	6
4	"Pp"	2	0	0	0	0	0	24	NA	NA	8	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0.5	NA	NA	11.5
4	"Pp"	3	0	0	0	0	0	24	NA	NA	5	1	NA	0.5	NA	NA	2	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	18.5
4	"Pp"	4	0	0	0	0	0	24	NA	NA	5	NA	NA	NA	NA	NA	1.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	14.5
4	"Pp"	5	0	0	0	0	0	24	NA	NA	5	1.5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	11.5
4	"Pp"	6	0	0	0	0	0	24	NA	NA	6	1.5	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	12.5
4	"Pp"	7	0	0	0	0	0	24	NA	NA	5	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2	NA	1	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	16
4	"Pp"	8	0	0	0	0	0	24	NA	NA	3	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	1	2	NA	1	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	12
4	"Pp"	9	0	0	0	0	0	24	NA	NA	4	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	7
5	"6sp"	1	4	4	4	4	4	4	NA	NA	4	0.5	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	10.5
5	"6sp"	2	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	0	NA	NA	2	NA	NA	NA	NA	NA	NA	11
5	"6sp"	3	4	4	4	4	4	4	NA	NA	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0	NA	NA	NA	0.5	NA	NA	4	NA	NA	NA	NA	NA	NA	11.5
5	"6sp"	4	4	4	4	4	4	4	NA	NA	NA	1	NA	NA	NA	NA	2	4	4	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	21
5	"6sp"	5	4	4	4	4	4	4	NA	NA	NA	3	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5
5	"6sp"	6	4	4	4	4	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	17
5	"6sp"	7	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
5	"6sp"	8	4	4	4	4	4	4	NA	NA	5	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	9
5	"6sp"	9	4	4	4	4	4	4	NA	NA	5	1.5	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA	NA	NA	NA	9.5
5	"Cb"	1	24	0	0	0	0	0	NA	NA	2	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	NA	7
5	"Cb"	2	24	0	0	0	0	0	NA	NA	4	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	11
5	"Cb"	3	24	0	0	0	0	0	NA	NA	3	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	4
5	"Cb"	4	24	0	0	0	0	0	NA	NA	3	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	6
5	"Cb"	5	24	0	0	0	0	0	NA	NA	3	2	NA	NA	NA	0	2	0	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	2	NA	NA	10
5	"Cb"	6	24	0	0	0	0	0	NA	NA	NA	1	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	5
5	"Cb"	7	24	0	0	0	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	6
5	"Cb"	8	24	0	0	0	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	NA	NA	2
5	"Cb"	9	24	0	0	0	0	0	NA	NA	2	1.5	NA	NA	NA	NA	1	0	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5
5	"Cb.Cd.Pg"	1	8	8	0	0	8	0	NA	NA	3	1	NA	NA	1	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	9
5	"Cb.Cd.Pg"	2	8	8	0	0	8	0	NA	NA	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	9
5	"Cb.Cd.Pg"	3	8	8	0	0	8	0	NA	NA	5	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	0	1	NA	NA	14
5	"Cb.Cd.Pg"	4	8	8	0	0	8	0	NA	NA	5	1	NA	NA	NA	NA	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	1	0	NA	NA	NA	NA	NA	NA	1	NA	NA	14
5	"Cb.Cd.Pg"	5	8	8	0	0	8	0	NA	NA	6	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	2	NA	NA	13
5	"Cb.Cd.Pg"	6	8	8	0	0	8	0	NA	NA	5	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	2	NA	NA	13
5	"Cb.Cd.Pg"	7	8	8	0	0	8	0	NA	NA	5	1	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	8
5	"Cb.Cd.Pg"	8	8	8	0	0	8	0	NA	NA	5	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	3	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8
5	"Cb.Cd.Pg"	9	8	8	0	0	8	0	3	NA	NA	1	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
5	"Cb.Ci.Pg"	1	8	0	8	0	8	0	NA	NA	5	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0	NA	0	NA	NA	0	NA	NA	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9
5	"Cb.Ci.Pg"	2	8	0	8	0	8	0	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	19
5	"Cb.Ci.Pg"	3	8	0	8	0	8	0	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	3	NA	NA	NA	NA	NA	NA	11
5	"Cb.Ci.Pg"	4	8	0	8	0	8	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	2	NA	NA	10
5	"Cb.Ci.Pg"	5	8	0	8	0	8	0	NA	NA	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	13
5	"Cb.Ci.Pg"	6	8	0	8	0	8	0	NA	NA	5	1	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	13
5	"Cb.Ci.Pg"	7	8	0	8	0	8	0	NA	NA	5	0	NA	NA	NA	NA	0	NA	NA	NA	NA	4	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	15
5	"Cb.Ci.Pg"	8	8	0	8	0	8	0	NA	NA	3	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	0	NA	NA	4	NA	NA	NA	NA	NA	NA	20
5	"Cb.Ci.Pg"	9	8	0	8	0	8	0	NA	NA	5	1	NA	NA	5	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	24
5	"Cd"	1	0	24	0	0	0	0	NA	NA	NA	2.5	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5
5	"Cd"	2	0	24	0	0	0	0	NA	NA	5	2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	9
5	"Cd"	3	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	5
5	"Cd"	4	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2
5	"Cd"	5	0	24	0	0	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
5	"Cd"	6	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
5	"Cd"	7	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
5	"Cd"	8	0	24	0	0	0	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
5	"Cd"	9	0	24	0	0	0	0	NA	NA	NA	2	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
5	"Cd.Pp.Ee"	1	0	8	0	8	0	8	NA	NA	4	2	NA	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	NA	8
5	"Cd.Pp.Ee"	2	0	8	0	8	0	8	NA	NA	3	1	NA	2	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	1	NA	NA	NA	NA	NA	NA	8
